115.65,45.46667,,,,,,122.5,36.95778,,,,,,,,,117.1338,36.15069
123.6333,39.88333,,,,,,105.0722,39.24139,,,,,,,,,112.5551,38.48928
>>,,,,,,,>>,,,,,,,,,,>>
118.7886,34.87947,,,,,,120.4462,36.0841,,,,,,,,,116.9967,40.19917
116.6062,36.02757,,,,,,109.336,36.0772,,,,,,,,,113.1,40.48639
>>,,,,,,,>>,,,,,,,,,,>>
117.7781,36.90528,,,,,,121.5519,32.1597,,,,,,,,,113.7072,39.21444
113.1764,39.48,,,,,,109.9968,40.9655,,,,,,,,,115.0786,41.73583
>>,,,,,,,>>,,,,,,,,,,>>
109.4083,32.39167,,,,,,107.3358,29.3603,,,,,,,,,116.6464,39.0018
110.1159,42.52253,,,,,,109.6624,38.1769,,,,,,,,,112.5975,41.1275
>>,,,,,,,>>,,,,,,,,,,>>
121.7844,30.86028,,,,,,112.7069,42.8525,,,,,,,,,116.5316,36.45548
114.8197,33.80778,,,,,,115.6691,40.5344,,,,,,,,,118.9283,36.98556
>>,,,,,,,>>,,,,,,,,,,>>
118.1806,33.41982,,,,,,116.8571,32.5538,,,,,,,,,118.9788,37.00977
112.4394,34.67006,,,,,,119.7143,31.1531,,,,,,,,,116.654,38.88053
>>,,,,,,,>>,,,,,,,,,,>>
114.5178,34.36058,,,,,,110.1976,36.8529,,,,,,,,,116.6544,38.88076
108.7223,37.58419,,,,,,109.8936,42.6519,,,,,,,,,116.5138,36.28095
>>,,,,,,,>>,,,,,,,,,,>>
110.9911,34.95472,,,,,,121.5519,32.1597,,,,,,,,,118.0677,36.19209
105.3526,39.08453,,,,,,109.9968,40.9655,,,,,,,,,116.6212,38.8443
>>,,,,,,,>>,,,,,,,,,,>>
113.2726,32.20001,,,,,,111.609,41.3543,,,,,,,,,99.35415,33.7253
114.1388,36.08407,,,,,,108.2198,42.2917,,,,,,,,,108.7499,37.6176
>>,,,,,,,>>,,,,,,,,,,>>
113.66,36.37589,,,,,,117.745,38.3026,,,,,,,,,115.7686,38.90216
118.6373,41.86561,,,,,,115.7448,41.0684,,,,,,,,,118.5896,40.77535
>>,,,,,,,>>
116.2429,40.03393
113.8411,42.02968
>>
118.2393,37.73075
112.7998,40.63662
>>
112.0142,37.39558
115.9115,41.36354
>>
114.6083,37.03556
117.6286,40.10389
>>
116.0575,37.6843
119.7701,41.27682
>>
116.9662,38.78077
121.4174,41.80635
>>
117.7835,39.96576
115.6825,42.25811
>>
117.6097,39.09278
116.6811,40.76417
>>
117.8388,37.29294
115.3132,41.10354
>>
118.4954,39.21801
114.7543,40.49143
>>
115.925,35.30946
112.8334,36.37448
>>
115.2272,38.46825
117.433,39.8987
>>
112.2914,34.17583
117.8456,36.94028
>>
118.5165,31.6749
121.657,31.80745
>>
113.3488,31.76074
118.5165,31.6749
>>
113.3488,31.76074
108.57,34.17
>>
112.4255,34.42148
110.798,32.62942
>>
117.1227,32.31376
115.5487,28.84546
>>
