100 30 58.670501209947
100.25 30 58.588684993447
100.5 30 59.116298366951
100.75 30 59.715242573909
101 30 60.303761809543
101.25 30 60.523953430916
101.5 30 60.759407693316
101.75 30 60.528424643975
102 30 60.290934424883
102.25 30 53.668265338346
102.5 30 46.646692174667
102.75 30 44.920868932784
103 30 44.011657174686
103.25 30 43.76617
103.5 30 43.76617
103.75 30 44.118864387047
104 30 44.820883469545
104.25 30 45.406718320935
104.5 30 45.836770570315
104.75 30 46.072383167718
105 30 45.407511084216
105.25 30 44.839335375202
105.5 30 44.457739581872
105.75 30 43.00889
106 30 43.00889
106.5 30 45.12019
106.75 30 44.374311995911
107 30 44.508410585034
107.25 30 44.714294396392
107.5 30 44.866989970438
107.75 30 44.706679266092
108 30 44.669803543889
108.25 30 44.595712408669
108.5 30 44.14672
115 30 33
115.25 30 33
115.5 30 35.477328865112
115.75 30 35.904271303798
116 30 36.578276601307
116.25 30 37.193938785025
116.5 30 37.406964965927
116.75 30 39
117 30 39
100 30.25 58.886848793755
100.25 30.25 58.810079421798
100.5 30.25 59.150783546421
100.75 30.25 59.634504959415
101 30.25 60.097871624314
101.25 30.25 60.347825944544
101.5 30.25 60.481142319018
101.75 30.25 59.646936526036
102 30.25 57.846203814353
102.25 30.25 53.4066369382
102.5 30.25 48.566283644472
102.75 30.25 45.893676175333
103 30.25 44.2456852037
103.25 30.25 43.978356473142
103.5 30.25 43.981853757196
103.75 30.25 44.268165771061
104 30.25 44.811340354528
104.25 30.25 44.697296746411
104.5 30.25 44.988258762342
104.75 30.25 45.033428732935
105 30.25 44.732687660803
105.25 30.25 44.395933061078
105.5 30.25 43.969479480816
105.75 30.25 43.00889
106 30.25 43.00889
106.75 30.25 44.681707387653
107 30.25 44.67406622731
107.25 30.25 44.637060540241
107.5 30.25 44.465791214817
107.75 30.25 44.478318968666
108 30.25 44.748049463045
108.25 30.25 44.937586982686
108.5 30.25 44.74850385245
115.25 30.25 36.012685073358
115.5 30.25 36.417881180906
115.75 30.25 37.032122544622
116 30.25 37.905866339733
116.25 30.25 38.664128811369
116.5 30.25 38.633192034427
116.75 30.25 38.369683319244
117 30.25 38.181315555902
100 30.5 59.152007854268
100.25 30.5 59.045418587929
100.5 30.5 59.158657255687
100.75 30.5 59.531008252576
101 30.5 59.625562992234
101.25 30.5 59.523100980232
101.5 30.5 59.336525575848
101.75 30.5 58.271081390328
102 30.5 56.380921781235
102.25 30.5 53.108350130676
102.5 30.5 49.737785586248
102.75 30.5 47.272766237469
103 30.5 44.41123455074
103.25 30.5 44.116346420779
103.5 30.5 44.07416167989
103.75 30.5 43.920458799083
104 30.5 43.950389084866
104.25 30.5 44.085371761995
104.5 30.5 44.113062816595
104.75 30.5 43.943275891504
105 30.5 43.770332801134
105.25 30.5 43.589274662042
105.5 30.5 43.540200822137
105.75 30.5 43.00889
106 30.5 43.00889
106.75 30.5 44.550869696526
107 30.5 44.90529970012
107.25 30.5 44.748329540757
107.5 30.5 44.508924506306
107.75 30.5 44.583522088005
108 30.5 44.915284782201
108.25 30.5 44.95446946922
108.5 30.5 44.942971332123
115.25 30.5 39
115.5 30.5 39
115.75 30.5 39
116 30.5 38.612788141954
116.25 30.5 38.539732156375
116.5 30.5 38.285156491703
116.75 30.5 38.056536279441
117 30.5 37.911168052455
117.25 30.5 37
100 30.75 59.30217253347
100.25 30.75 58.99130061314
100.5 30.75 59.050177286937
100.75 30.75 59.442974426222
101 30.75 59.133972397961
101.25 30.75 58.657056805605
101.5 30.75 58.462631044049
101.75 30.75 58.370391339032
102 30.75 55.5546912818
102.25 30.75 53.213452887656
102.5 30.75 50.364454145614
102.75 30.75 44.798826213307
103 30.75 44.500509894473
103.25 30.75 43.76617
103.5 30.75 45.066432006362
103.75 30.75 44.814629599962
104 30.75 43.573373090058
104.25 30.75 43.468109743628
104.5 30.75 43.244392751219
104.75 30.75 42.932793547755
105 30.75 42.876421606095
105.25 30.75 42.844547251113
105.5 30.75 42.953322681976
105.75 30.75 43.00889
106 30.75 43.00889
106.25 30.75 43.00889
