111.4589	27.2394
>>
99.6771 	27.936
101.1111	22.6692
>>
99.1816 	22.1583
103.6734	25.5376
>>
105.7485	33.7566
105.196902	37.5
>>
109.8042	39.5483
110.0517	42.2569
>>
109.5486	31.159
112.3083	30.528
>>
117.6639	33.5488
113.4331	34.6402
>>
89.7361	 46.7994
94.867	 39.6066
>>
111.883 	25.9565
115.2424	22.3563
>>
95.0244	  40.64
104.5162	29.9565
>>
107.6423	35.1289
102.6858	34.8128
>>
117.465 	49.5833 
131.1911	44.4116 

>>
93.49	35.4617
101.2015	42.5913
>>
115.94	36.74
113.32	38.14
>>
117	 40.2
113.1	40.5
>>
113.2656	39.1888
115.283	 41.8771
>>
118.2203	29.9185
121.1545	27.8876
>>
118.08	36.1695
116.6212	38.8443
>>
116.6542	38.8806
116.5139	36.2808
>>
118.9789	37.0097
116.6542	38.8806
>>
116.5317	36.4556
118.9283	36.9856
>>
84.5153	34.2176
85.1439	30.7228
>>
115.5492	28.8445
117.328765	32.9219
>>
116.6464	39
112.5642	41.1275
>>
81.2471	 40.5546
79.5333	 35.527
>>
99.1091	 33.8643
109.3166	37.8254
>>
82.875 	41.0428
86.772 	48.9333
>>
88.2957 	33.7728
90.1196 	30.4829
>>
74.8663 	40.4711
78.2135 	38.4706
>>
75.2088 	37.3677
78.8419 	41.2123
>>
96.4606 	31.9355
100.7086	37.4248
>>
126.5942	42.241
129.5016	42.9532
>>
128.1547	41.3981
128.1508	43.7942
>>
105.7237	38.0009
105.7857	35.8276
>>
85.3705 	40.9628
88.9631 	44.85
>>
82.9474 	46.4144
93.3333 	42.4818
>>
81.0154 	41.7931
95.3467 	37.7583
>>
94.3661 	38.9961
94.75 	35.8977
>>
99.1875 	28.5245
102.4769	33.4502
>>
99.0308 	29.9461
104.8075	29.9378
>>
85.1595 	31.0168
88.7078 	30.93
>>
97.465 	28.6602
100.62 	36.2841
>>
84.9781 	31.2953
86.4247 	27.7555
>>
115.8766	38.8889
118.5413	40.7846
>>
99.6253 	33.1524
101.445 	36.0729
>>
102.5617	32.0425
103.168 	37.6728
>>
107.8833	35.1833
111 	35.5728
>>
101.0595	27.2953
103.7694	28.4116
>>
107.3679	35.3327
106.7925	32.3189
>>
111.609 	41.3543
108.2198	42.2917
>>
94.9571 	34.7397
95.4885 	37.1754
>>
110.0813	42.5623
110.2064	36.8688
>>
115.7181	40.9878
117.6004	38.4313
>>
75.0634 	41.7333
76.4515 	39.3422
>>
109.75	36
120.12	36
>>
122.5	36.9583
105.0722	39.2416
>>
102.2797	34.2938
104.4492	37.8243
>>
114.8806	40.7922
111.9244	44.8735
>>
112.8674	42.9524
115.7557	40.5995
>>
101.61	32.9757
105.6146	30.4499
>>
96.3175 	31.6833
99.5625 	35.5431
>>
120.8166	32.8083
109.9722	40.9167
>>
107.4158	29.5436
109.6598	38.1593
>>
117.25	36.5
118.6792	37.9278
>>
101.1563	23.1703
104 	28.4821
>>
99.6281 	23.9024
102.6742	24.1688
>>
116.0477	33.2407
119.9527	31.112
>>
117.177 	27.582
119.742 	25.421
>>
98.7	23.8694
104.5778	24.3439
>>
124.8636	47.1717
116.8237	48.6647
>>
100.5383	21.475
98.8458 	26.3333
>>
100.0128	26.7561
106.6551	26.5854
>>
116.702 	26.413
118.948 	24.909
>>
104.9114	35.205
109.2157	35.6153
>>
100.14 	24.45
101 	27.03
>>
104.6542	29.0944
101.775 	31.6903
>>
120.348 	38.042
121.3766	36.4287
>>
110.798 	32.6294
104.9263	33.392211
>>
103.6197	39.8934
108.7801	37.931
>>
101.0574	32.0334
108.6035	37.2008
>>
109.325 	34.7833
103.9272	40.2
>>
103.2806	36.1667
110.1033	38.55
>>
97.4915 	34.1376
103.1727	39.8639
>>
115.659 	30.7259
118.526 	28.8967
>>
88.5	28.3
88.5	32
>>
113.9973	28.1439
118.9532	24.896
>>
121.3	42.7
117.2	46.15
>>
89.1336	47.3763
92.1778	42.0588


