114.5254	37.7673
117.12	36.6512
>>
88.8629	27.4865
91.0895	30.6993
>>
120.0898	30.4755
115.0015	25.81
>>
114.0117	32.2582
119.6017	26.6627
>>
118.5	39.2
114.4421	40.6077
>>
116.5665	40.9013
117.5681	39.0721
>>
115.3471	41.1528
117.8931	37.2638
>>
114.6053	37.0338
117.2758	39.7835
>>
116.6178	36.1645
119.5582	34.3904
>>
118.609	 31.6456
121.8291	31.809
>>
109.693	 34.1357
113.1959	32.1395
>>
118.5068	31.6705
113.4046	31.7123
>>
113.4155	32.2041
114.1894	36.055
>>
113.1682	31.9163
118.0407	28.1313
>>
109.1113	29.6555
113.078	31.9907
>>
85.573	28.8054
89.837	28.5249
>>
117.7781	36.9053
113.1764	39.48
>>
109.3591	24.3934
111.4744	26.2477
>>
109.3591	24.3934
111.919	 21.8256
>
118.9426	39.2569
115.5994	40.4717
>>
118.4298	39.1854
115.6605	42.3345
>>
115.2469	38.4502
118.2182	40.4816
>>
116.0592	38.3665
117.2758	39.7767
>>
115.9902	37.6523
119.5994	41.2916
>>
113.81	36.06
119	42
>>
101.2011	37.6077
110.467	 34.0152
>>
98.002	24.0299
100.6041	25.8421
>>
117.5	38
112.8	40.6364
>>
89.0267	31.5909
94.3349	31.8258
>>
99.5431	27.1162
103.262	24.2707
>>
92.4447	34.217731
94.89	36.42
>>
116.9175	37.7307
121.1084	41.9895
>>
112.6941	39.8121
119.913	 35.684
>>
112.371	 37.7987
115.1339	40.8554
>>
103.4914	30.2
106.0092	31.5
>>
102.5544	33.4464
106.0092	31.5
>>
102.5544	33.4464
103.4914	30.2
>>
121.25	41.3415
123.6387	39.8809
>>
102.0157	26.2594
102.1732	30.2072
>>
100.2771	26.8706
103.7897	28.6814
>>
100.2097	26.8976
103.9001	26.4575
>>
112.2914	34.1758
117.8456	36.9403
>>
116.1692	35.1361
112.4236	36.3464
>>
113.8441	41.9969
116.3049	39.9733
>>
101.4881	25.2558
102.2522	27.9109
>>
109.7182	21.0512
110.7133	19.4248
>>
116.90731	33.72601
121.60342	30.91347

>>
116.5716	23.4081
119.5572	25.9443
>>
113.0114	35.1936
110.3693	36.6533
>>
110.9269	35.0814
105.3751	39.0429
>>
103	  32	
