Lon,Lat,Moho,Thickness_sediments,Thickness_UC,Thickness_MC,Thickness_LC,Vp_sediments,Vp_UC,Vp_MC,Vp_LC,Rho_sediments,Rho_UC,Rho_MC,Rho_LC,Rho_crust
100,30,60.21979214664,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
100.25,30,60.200234912811,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
100.5,30,60.554005397433,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
100.75,30,60.758906975704,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
101,30,61.000000026034,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
101.25,30,60.959010711965,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
101.5,30,60.847694059586,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
101.75,30,60.229546862046,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
102,30,59.417835443919,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
102.25,30,58.064091128969,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
102.5,30,55.730774164308,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
102.75,30,53.14465994605,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
103,30,50.481581365381,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
103.25,30,47.93022046999,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
103.5,30,45.716490898281,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
103.75,30,43.918831519607,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
104,30,42.500257103374,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
104.25,30,41.701219884658,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
104.5,30,41.370067213371,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
104.75,30,41.516207171113,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
105,30,41.763556135467,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
105.25,30,42.065290207952,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
105.5,30,42.342742763998,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
105.75,30,42.547832078793,4.5952895203005,24,17,7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
106,30,42.655047457992,4.5916743090668,24,17,7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
106.25,30,42.712458786117,4.5867399296635,23.779599786581,17,6.7795997865808,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
106.5,30,43.067879647773,4.5796355896304,23.827329346913,17,6.8273293469126,2.8982500814033,6.0628926605862,6.6,6.9,2.200822254371,2.7302875566469,2.85856165056,2.93956409994,2.7529680840024
106.75,30,43.771162108145,4.5686320389711,23.878738137769,17,6.8787381377691,2.8967419886229,6.0686165666408,6.6,6.9,2.2004688380942,2.7315423592993,2.85856165056,2.93956409994,2.7537870009463
107,30,44.578900383065,4.5497556651447,23.929120478334,17,6.9291204783341,2.9482246842399,6.0805916846018,6.5999999999995,6.9000000000017,2.2123320933073,2.7341752473259,2.8585616505599,2.9395640999405,2.7563755638488
107.25,30,45.354555460175,4.5126633041334,23.970667872691,17,6.9706678726914,2.9714165419729,6.0891161909128,6.5999999999992,6.9000000000025,2.2175438500375,2.7360558177151,2.8585616505598,2.9395640999407,2.7581955571982
107.5,30,45.856060151037,4.4330663343019,23.995138709747,17,6.995138709747,3.0392004950295,6.097799062514,6.5999999999993,6.9000000000034,2.2323274435065,2.7379767569563,2.8585616505598,2.939564099941,2.7612201745237
107.75,30,46.038334981899,4.3298756171633,24.000134537503,17.000000000018,6.9986875813617,3.0676959748155,6.0996647893392,6.5999999981468,6.8999999986996,2.2383506722129,2.738390233806,2.8585616500803,2.9395640995744,2.7629610345899
108,30,46.042569904832,4.3183773051623,24.005293008173,17.000000000012,6.9770522586619,2.9439552943018,6.0961927261656,6.5999999996781,6.8999999998596,2.2113638406634,2.7376209684776,2.8585616504767,2.9395640999005,2.7604195547902
108.25,30,45.909374086031,4.3319219683055,24.023522514859,17.000000000006,6.9343526874995,2.8993130600179,6.0934800159891,6.6000000000879,6.900000000151,2.2010711421387,2.7370205549165,2.8585616505828,2.9395640999825,2.7589945542328
108.5,30,45.743187061816,4.3423951504398,24.057318286861,17.000000000001,6.8784044761492,2.8779739328911,6.0930080875205,6.6000000001624,6.9000000001846,2.1960401038958,2.7369161560317,2.858561650602,2.9395640999919,2.7582093936454
108.75,30,45.668788257473,4.3495812193829,24,16.999999999999,6.9999999999925,3.0020334945811,6.0941841170401,6.6000000002689,6.9000000002167,2.2243026930122,2.7371763445879,2.8585616506296,2.9395641000009,2.7610443270757
109,30,45.665665351196,4.3546590293081,24,16.999999999997,6.9999999999841,3.0427749340888,6.0961993443513,6.6000000001619,6.9000000001242,2.2330890540209,2.7376224339585,2.8585616506019,2.9395640999749,2.7619275775715
109.25,30,45.693683936771,4.3583967493823,24,17.000000000002,7.0000000000117,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
109.5,30,45.691212133514,4.3612490178426,24,16.999999999999,6.9999999999928,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
109.75,30,45.716887659203,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
110,30,45.540120019862,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
110.25,30,45.093481907457,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
110.5,30,44.569711053067,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
110.75,30,43.984229731673,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
111,30,43.341397990635,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
111.25,30,42.65071751754,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
111.5,30,41.877809473147,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
111.75,30,40.911788272061,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
112,30,39.781413669274,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
112.25,30,38.677010280091,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
112.5,30,37.797388082395,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
112.75,30,37.298381781462,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
113,30,36.557668834247,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
113.25,30,36.066795995484,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
113.5,30,35.23513862102,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
113.75,30,34.732368328035,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
114,30,34.30762877138,3.3704963874586,21.31726591876,13,1,3.2612937399473,6.1059899290335,6.6351702559845,6.9,2.2765703736149,2.7397938792479,2.8677112648897,2.93956409994,2.7475845361313
114.25,30,34.01165922148,3.4871637822573,21.162556738918,12.993503420811,1,3.2664133721714,6.1178787141356,6.6278504351725,6.8999999991167,2.2775225460247,2.7424400757187,2.8657993822861,2.9395640996917,2.7470657256083
114.5,30,33.512591777992,3.6035047974276,21.07729955273,13.057873579505,1,3.2826170638396,6.1339214228072,6.6210691496372,6.9000000000778,2.280517988808,2.7460272061447,2.8640317329329,2.9395640999619,2.7474975812724
114.75,30,33.166216340607,3.7705332035308,20.899044125808,13.119900834386,1,3.2885455099706,6.149544501819,6.5999999993769,6.8999999994994,2.2816071020543,2.7495385990797,2.8585616503987,2.9395640997993,2.7458274348507
115,30,33.213364874607,3.9316158838553,20.796495678136,13.193450978125,1,3.2884804306915,6.1655942316518,6.5999999999613,6.8999999999595,2.2815951660337,2.7531645091341,2.85856165055,2.9395640999286,2.7460456297189
115.25,30,32.835159954028,4.0648307842575,20.631506223192,13.333170936235,1,3.3044146319291,6.1845608770428,6.6000000000064,6.8999999999867,2.2845046986425,2.7574737796383,2.8585616505617,2.9395640999363,2.7474140295103
115.5,30,32.94105896834,4.2481376687816,20.46382786114,13.56890676694,0.99999999999999,3.2846018142838,6.2039263155971,6.6000000019843,6.9000000026124,2.2808830110578,2.7619009582857,2.8585616510736,2.9395641006744,2.7477926313134
115.75,30,34.05775938762,4.3303915391182,20.166063639576,13.823297478616,0.99999999999999,3.2913264635986,6.2071560043211,6.6000000004835,6.9000000009985,2.2821167428952,2.7626419927497,2.8585616506852,2.9395641002207,2.7479416357007
116,30,34.880395565991,4.3596646654445,19.838034499883,14.157222408812,0.99999999999999,3.3183854711749,6.1989878892435,6.6000000036009,6.9000000043822,2.2870346571136,2.7607693496423,2.8585616514921,2.9395641011719,2.7480120562456
116.25,30,35.44129967757,4.307836482259,19.55631461603,14.38998963335,1.0355777339076,3.3767596955413,6.2085935002292,6.6000000004827,6.8999999997405,2.2974006516608,2.7629720656364,2.8585616506849,2.939564099867,2.7515900139662
116.5,30,34.786202521784,4.2031222549044,19.342350322775,14.407972373154,1.0968264350827,3.3817017787897,6.2175007161559,6.6000000006374,6.9000000006113,2.2982635936255,2.7650207078074,2.858561650725,2.9395641001118,2.7541972724972
116.75,30,33.499260798278,4.0845431063993,19.198641371568,14.303952305503,1.1708654697365,3.3726390816056,6.2227092559394,6.6000000001835,6.9000000003184,2.2966794401922,2.7662213741862,2.8585616506075,2.9395641000295,2.7560538649024
117,30,32.443753831583,3.8341122078815,19.186567654298,13.363869049687,1.2743533589328,3.354793294417,6.2239061821609,6.5999999998553,6.8999999996194,2.2935378342769,2.7664975711774,2.8585616505225,2.939564099833,2.7568716801777
117.25,30,31.635599454001,3.6930018908168,19.138624221433,12.912853068648,1.3627458834447,3.1682934579474,6.2075222404628,6.6000000028291,6.9000000029575,2.258769849014,2.7627260721754,2.8585616512923,2.9395641007714,2.7524150010304
117.5,30,31.726108944521,3.7828654788827,18.505209400322,12.435747967293,1.4494532848031,3.550302362895,6.2192955059823,6.6000000000198,6.9000000000182,2.3264730619466,2.7654342145015,2.8585616505651,2.9395640999451,2.7585222463542
117.75,30,32.324598458411,3.6061016731198,18.377825196073,11.80972059359,1.4296721430509,3.6956399369674,6.2197975516609,6.5999999982169,6.8999999981364,2.3491613600402,2.7655499247746,2.8585616500985,2.9395640994161,2.7611689125446
118,30,32.913099538453,3.3378126279332,18.263372691601,11.836701899064,1.4966589197557,3.8175668833751,6.199999999992,6.5999999973502,6.899999997229,2.3672989559145,2.7610011219182,2.8585616498741,2.939564099161,2.7640908628697
118.25,30,33.48002823457,2.5199037891393,17.508409471581,9.9145455089418,2,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
118.5,30,34.323205201442,2.5918291245352,17.408170875484,9,2,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
118.75,30,34.972036385263,2.6587774029733,17.34122259699,9,2,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
119,30,35.335077298707,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
119.25,30,34.839796415973,3.3195322234305,17.198109978527,9,2,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
119.5,30,34.163934761263,3.416908394112,18.004699591396,9,2.2609468347341,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
119.75,30,33.563013880963,3.4910557575243,18.155419028089,9,2.2975765284059,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
120,30,32.990717898917,3.5818690349945,19.008330393176,8.7261432457775,2.2890204358902,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
120.25,30,32.360931266413,3.6517390918978,19.233142202997,8.7278591163365,2.3060806697997,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
120.5,30,31.76980200301,4,19.705846141505,8.7040920703662,2.3334636721353,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
120.75,30,31.498460460446,4,19.885965542082,8.7234518027901,2.3261798772552,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
121,30,31.51697501226,4,20.210070924619,8.8527240301313,2.3570521520386,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
121.25,30,31.731113790199,4,20.317548268335,8.8572690448004,2.3111660247182,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
121.5,30,31.999999930231,4,20.396518498325,8.874231234274,2.2631705285389,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
121.75,30,32.109807288295,4,20.436883599431,8.9013893807931,2.2192576675689,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
122,30,32.228635635445,4,20.440497427909,8.9350169108657,2.1826245614533,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
122.25,30,32.180036266064,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
122.5,30,32.034064856415,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
122.75,30,31.965024151725,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
123,30,31.90940025854,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
123.25,30,31.871616195435,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
123.5,30,31.837603462726,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
123.75,30,31.810408850481,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
124,30,31.778555980878,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
124.25,30,31.745988310775,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
124.5,30,31.759987591822,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
124.75,30,31.652048098402,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
125,30,31.606275494293,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
125.25,30,31.547628473073,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
125.5,30,31.493469289262,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
125.75,30,31.425439651916,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
126,30,31.336495619807,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
126.25,30,31.387967353791,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
126.5,30,31.288028829755,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
126.75,30,31.160631028536,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
127,30,31.153828409904,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
127.25,30,30.988852748932,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
127.5,30,30.820849069701,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
127.75,30,30.513018647891,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
128,30,30.635428873159,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
128.25,30,30.67150784559,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
128.5,30,30.613031545977,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
128.75,30,31.207071502186,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
129,30,31.489116701617,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
129.25,30,31.611749571513,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
129.5,30,31.1874568081,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
129.75,30,30.84345621537,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
130,30,31.159098562682,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
100,30.25,60.507716477265,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
100.25,30.25,60.457163345778,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
100.5,30.25,60.595693384698,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
100.75,30.25,60.715629722561,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
101,30.25,60.794043151673,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
101.25,30.25,60.824231863006,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
101.5,30.25,60.737762082661,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
101.75,30.25,60.227797401163,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
102,30.25,59.462081156763,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
102.25,30.25,58.115480830941,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
102.5,30.25,55.749251558559,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
102.75,30.25,52.963779016592,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
103,30.25,50.046653971441,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
103.25,30.25,47.144998040954,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
103.5,30.25,44.779041407968,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
103.75,30.25,43.056216019445,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
104,30.25,41.584698674347,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
104.25,30.25,40.73302951617,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
104.5,30.25,40.659821243571,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
104.75,30.25,41.02989091117,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
105,30.25,41.469960940956,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
105.25,30.25,41.91369009993,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
